,genres_str,app_name,release_date,price,game_id,developer,year,user_id,user_reviews_item_id,review,posted_date,items_count,steam_id,users_items_item_id,item_name,playtime_forever,playtime_2weeks,recommend
6235,indie,Loadout,2014-01-31,-1.0,208090,Edge of Reality,2014,mitchbigd,208090,"Got hit in the chest with an missile and now have a gaping hole where my heart should beI'm fine though, nothing a medic can't heal.r8 8/8. its gr8",2015-05-25,165,76561197971952198,208090,Loadout,16,0,1
9559,action,Ultimate Doom,1995-04-30,4.989999771118164,2280,id Software,1995,IDGam3r,2280,Despite the age of this game it still stands tall among other FPS titles.The atmosphere and gritty SFX still leave you guessing and on your toes.I reccomend this title for gamers young and old and of course the purists out there.I give this a solid 8/10.,2015-03-19,1409,76561197971666535,2280,The Ultimate DOOM,0,0,1
15970,indie,BattleBlock Theater®,2014-05-15,14.989999771118164,238460,The Behemoth,2014,76561198084126030,238460,I've only played this game for about 20 minutes just because I intend on doing a co-op series with another YouTuber. But just in that 20 minutes (That being an 8 minute clip and 12 mins worth of gameplay) I can assure you this game is astonishing. Its hilarious storyline and unique art style help to amplify the point of this game being one worth the money in your steam wallet. I would recommend this to anyone and anything (that includes pigeons even though those things I can't stand....friggen pigeons mayne...hate those things) 10/10,2014-06-28,5,76561198059562890,238460,BattleBlock Theater,1003,0,1
11932,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,76561198063472034,730,if you want to meet trollers and hackers and best of all scammers this is a must buy (only good if playing with your mates),2015-03-01,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
17890,strategy,Crusader Kings II,2012-02-14,39.9900016784668,203770,Paradox Development Studio,2012,dravenk,203770,I don't even know what I'm doing.,2024-06-29,341,76561198059818459,203770,Crusader Kings II,0,0,1
14337,rpg,South Park™: The Stick of Truth™,2014-03-03,29.989999771118164,213670,Obsidian Entertainment,2014,76561198027089819,213670,"I thoroughly enjoyed this game, a very funny storyline and a great combat system were my favourite aspects; the major letdown for this game was the length, I would like to see some campaign DLC's, however, that will probably never happen",2024-06-18,1409,76561197971666535,213670,South Park : The Stick of Truth ,0,0,1
17534,indie,Spoiler Alert,2014-06-30,2.990000009536743,283230,MEGAFUZZ,2014,TrexorX,283230,Genial juego me recuerda mucho a Castle Crash pero es un genial juego tanto el sonido como la dificultad la manejabilidad no tanto pero bueno esta genial Tambien es malo que sea tan corto D:,2015-05-07,494,76561198059918386,283230,Spoiler Alert,0,0,1
19908,indie,Unturned,2017-07-07,-1.0,304930,Smartly Dressed Games,2017,tomeyoung,304930,"I would highly recommend this game to anyone. but it does has flaws but hey, it's still in early access. in order to play with friends you port port forward your router. but there will be dedicated servers 3.0. so that will make things much more easier to play with your friends. I will would unturned a 9/10. it's a awsome game. and plus it's free after all. you always try it.",2014-08-09,77,76561197971688382,304930,Unturned,45,0,1
15306,action,Call of Duty®: Black Ops,2010-11-09,39.9900016784668,42700,Treyarch,2010,76561198068691029,42700,This Game Is one of the best games i have ever played it is awesome!,2014-01-09,1409,76561197971666535,42700,Call of Duty: Black Ops,166,0,1
9298,Unknown,PAYDAY 2,1970-01-01,4.989999771118164,218620,Unknown,1970,Sayurimi,218620,"Civilians in this game have suffered enough brain damage to not understand how to walk in a straight line while be threatened with guns yet still being worth $20,000 for every one that dies.Play the game though. Masks are cool. I like Majora's Mask.",2015-06-25,121,76561198059566639,218620,PAYDAY 2,209,0,1
14568,action,Half-Life 2,2004-11-16,9.989999771118164,220,Valve,2004,76561198047513395,220,Do you recommend this game?: Yes,2024-05-16,23,76561198059579366,220,Half-Life 2,144,0,1
21522,strategy,The Escapists,2015-02-13,17.989999771118164,298630,Mouldy Toof Studios,2015,76561198045702747,298630,ESSE JOGO       STICO. S  falta o multiplayer mas isso n   motivo para odiar o jogo. se vc eu um amigo tiver comprado. converse com ele por algum lugar e fiquem trocando dicasEu recomento MUITO esse jogo.,2015-02-15,27,76561198059640010,298630,The Escapists,958,0,1
12131,action,Tom Clancy's Rainbow Six® Siege,2015-12-01,14.989999771118164,359550,Ubisoft Montreal,2015,76561198088944293,359550,ubsoft severs suck    ,2024-06-22,68,76561198059693619,359550,Tom Clancy's Rainbow Six Siege,2030,0,1
12255,sports,theHunter Classic,2014-06-03,-1.0,253710,"Expansive Worlds,Avalanche Studios",2014,76561198098346223,253710,Its a good game i enjoy hunting animals in this game but the one problem is you need to get a liceance to hunt wich cost real monny and guns but on the other head its a good game,2014-11-15,29,76561198059555148,253710,theHunter,38,0,1
3690,adventure,Grand Theft Auto V,2015-04-14,39.9900016784668,271590,Rockstar North,2015,justthathelicopterpilot,271590,I bought this knowing I wouldn't be able to run it on my laptop.I just wanted that pre-order bonus.10/10,2015-12-18,77,76561197971688382,271590,Grand Theft Auto V,2008,0,1
10575,strategy,Rooster Teeth vs. Zombiens,2014-12-18,-1.0,336100,"Team Chaos, LLC",2014,alasdair2013,336100,Amazing,2014-12-22,106,76561198061384419,336100,Rooster Teeth vs. Zombiens,238,0,1
11624,simulation,Garry's Mod,2006-11-29,9.989999771118164,4000,Facepunch Studios,2006,geoskio,4000,Just imagine 100 games in one....... and you get Garry's Mod. For something that started as a mod forHalf-Life 2 this game is pretty amazing!There is so many gamemodes out there that I don't think ANYONE has played them all once!You will need the content from CS:S to run many gamemodes (Models/Maps)Gamemodes I would recommend:TTT (Trouble in Terrorist Town)GMod Tower (You need to dwnload content from workshop)/ Murder\ Stalker    (These two are about the same. 1 person killer except in stalker he is invis & everyone has weaps)Role PlayingZombie SurvivalAND MANY MOREGarry's Mod is literaly 500 games in 1You can join a constant killing eachother serverYou can Role PlayYou can spawn WatermelonsI 100% Reccomend this game & it is DEFINETALY worth the $10 (Or wait till it goes on Special),2014-03-14,1,76561198059560580,4000,Garry's Mod,3329,0,1
24642,rpg,The Lord of the Rings Online™,2012-06-06,-1.0,212500,"Standing Stone Games, LLC",2012,76561198025911915,212500,"Great Game, But I need a team.",2014-02-27,71,76561198059584051,212500,The Lord of the Rings Online ,62,0,1
18472,indie,The Beginner's Guide,2015-10-01,9.989999771118164,303210,Everything Unlimited Ltd.,2015,Starnsworth,303210,"The Beginner's Guide is... well, The Beginner's Guide is different, the story it tells of a river that flows.It's all, a part of the experiance.Whether The Beginner's Guide is a work of fiction or a work of fact is something that is actually tearing me up inside, it is not often that I write reviews or actually make comment on a game's deeper meaning, but, the experiance is... Uncomfortable, and I feel that, The Beginner's Guide was designed to be just that. After playing through it a few times, you begin to connect dots that you didnt even know existed. So, should you Buy this game? Hell yea, buy it now and experiance it. The overall theme is something that, in this day and age, is more and more important.==================================Read Ahead if you wish to read my views on the subject matter.==================================.......Going to warn you here that this next bit may be considered a spoilerIf this is a work of fact, then... the subject has missed the point, but, that also seems to be the point, by continuing through the game you get the impression, through the tones used by Davey, his choice of words, and just the general feel of the final screens of the game, that as much as there is a need to continue to experiance the work of Coda, but, there is also deep deep regret within Davey.In the second chapter, the whisper chapter, you are automatically skipped through a maze section, (in which you have the option to turn back and complete it if you wish) but this single act, shows that, Davey hasnt actually learnt anything from the ordeal. But that may just be a choice to depict his mental state at the begining. With Davey only coming in about halfway through Coda's game design career, it's understandable the excitement you get from experiancing these new and wonderous creations from a mind that isn quite on the straight and narrow.Coda ensured that everything in his game's had a point, everything appeared done, from the gun that was useless and then skybox where you could see the end of the universe, things were done deliberatly. It's not my place to say that anything was done, or, if it was intended, or, if I could even have any minute semblance of an understanding of how  Coda worked. That's the point of the story. You dont know an artist through their work. Just like Davey when he told people that Coda was depressed, or in a bad state of mind, because of the theme of the little tidbits of game that he created.Coda just enjoyed what he did, and the pressure that Davey put on him, the rush, explains why he slowed down his development, because, Davey couldnt, didnt, wouldnt, understand the demons he had inside of him, his need to be validated through someone elses work. Did Davey put out these works as his own? Did he really add the lamp-posts into the games? You cant know, not unless Davey tells us so, and yet, its only a game.And you Cant know an artist through their works.",2015-10-07,51,76561198059711106,303210,The Beginner's Guide,50,0,1
11285,racing,Test Drive Unlimited 2,1970-01-01,19.989999771118164,9930,Eden Studios,1970,enVusGaming,9930," One heck of a game, with some flaws TDU2 is unique. It's sort of like Forza Horizon with better open-world and more realism. It's got a racing storyline, with some open-world elements to allow you to explore the beautiful islands of Hawaii (no, not Kawaii) and later on in the game (spoiler)  Ibiza . It's a console port that's mostly well done but needs some peformance tweaks.  Pros   Good graphics Very good range of cars Large and I mean  LARGE  maps x 2  Hidden easter eggs (e.g wrecked cars, collect them all and you get a car Suprisingly decent upgrade and customisation sysem  Cons    Securom DRM is complete and utter      Slight framerate drops Multiplayer is down quite often Unplayable with a keyboard and mouse Physics takes gettin used to No sequel as the company has been disbanded",2015-01-08,100,76561198059879916,9930,Test Drive Unlimited 2,734,0,1
24240,rpg,Realm of the Mad God,2012-02-20,-1.0,200210,Wild Shadow Studios,2012,XABLAUziitu,200210,muito     ,2013-01-24,7,76561198059577320,200210,Realm of the Mad God,1868,0,1
8743,action,Call of Duty®: Ghosts,2014-03-25,59.9900016784668,209160,Infinity Ward,2014,UserGuy101,209160,it has amazing graphics & Textures i think its the best COD game there is and you should too,2013-12-27,121,76561198059566639,209160,Call of Duty: Ghosts,0,0,1
462,action,Hitman: Absolution™,2012-11-19,19.989999771118164,203140,"Io-Interactive A/S,Feral Interactive (Mac)",2012,76561198077457233,203140,"Fantastic, play as the stone cold killer 'Agent 47' as he slueths and slivers around the city, quietly eliminating each target without a whisper, or storm the castle with an array of weapons fit for the apocalypse and take everything by force, the choice is yours.8/10",2013-12-27,1409,76561197971666535,203140,Hitman: Absolution,95,0,1
13438,indie,Super Crate Box,2010-10-22,-1.0,212800,Vlambeer,2010,tomtoth,212800,"The game's great. Unless you run Windows 8. In that case ignore this recomendation, because he game crashes more often than it is entertaining - which is saying something because otherwise this game is hella fun. Very fast-paced, arcade feel. Love it.",2014-06-03,2,76561198059555651,212800,Super Crate Box,43,0,1
14637,strategy,Age of Empires II HD,2013-04-09,19.989999771118164,221380,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",2013,76561198080806638,221380,"If you are not to sure on what this game is WELL THEN STOP AND LISTEN!Age of empires II is one of the funnest games i have played, it is a stratagy game made to make you think while also having a blast :D you build you empire to a race to dominate others enimies playing. If you are looking for a new game This is it!!!SOOOOO worth it :D",2015-06-07,1409,76561197971666535,221380,Age of Empires II: HD Edition,105,0,1
15461,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,BrodiePlayz,730,"I have played with about 3 hackers max whats all the heat about, good game although there are way to many smurfs",2024-06-16,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
5658,freetoplay,Dirty Bomb®,1970-01-01,-1.0,333930,Splash Damage,1970,misstie,333930,This game is good. Install it!,2015-09-19,332,76561197971851704,333930,Dirty Bomb,73,0,1
11192,strategy,Supreme Commander,2007-02-20,14.989999771118164,9350,Gas Powered Games,2007,76561198045316180,9350,Best strategy game I ever played!,2013-12-11,300,76561198059582003,9350,Supreme Commander,0,0,1
22758,action,The Binding of Isaac: Rebirth,2014-11-04,14.989999771118164,250900,"Nicalis, Inc.",2014,eljong,250900,WENA,2014-11-05,127,76561197971829696,250900,The Binding of Isaac: Rebirth,6,0,1
19478,action,DARK SOULS™ III,2016-04-11,59.9900016784668,374320,"FromSoftware, Inc.",2016,76561198072283303,374320,"After spending the better part of the last 2 weeks playing bloodbourne and dark souls in eager preperation and anticipation, I am overjoyed to say that DARK SOULS 3 is an AMAZING GAME. Though i've only put three hours into the game, the feeling of overcoming enemies and traversing the world is one of the strongest in the franchise, more so than the original DARK SOULS. The combat is the tightest its ever been with a feeling of DARK SOULS and BLOODBOURNE mixed in togather. The game runs like butter on max setting without a single crash or glitch (lucky me). If your a fan of the DARK SOULS franchise and fantasy RPG's in general, this is a must buy. Already a contender for game of the year.",2024-04-12,12,76561198059746249,374320,DARK SOULS III,11298,0,1
